,Name,Remote Name,Formula,Comment
531,[TX_PARTO_NORMAL_P1_R],[TEMPO_MEDIO_INTERNACAO_P1_R (cópia)_637540870417981533],IF [DESV_TX_PARTO_NORMAL_NORMALIZACAO_GERAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TX_PARTO_NORMAL_P1] ELSE NULL END ,
532,[TX_PARTO_NORMAL_P1_Y],[TEMPO_MEDIO_INTERNACAO_P1_Y (cópia)_637540870417981534],IF [DESV_TX_PARTO_NORMAL_NORMALIZACAO_GERAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN]     AND [DESV_TX_PARTO_NORMAL_NORMALIZACAO_GERAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TX_PARTO_NORMAL_P1] ELSE NULL END ,
533,[TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_P1],[TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1 (copy)_895653424700182608],SUM([QTD_DIARIAS_INTERNACAO_UTI_ADULTO_P1]) / SUM([QTD_INTERNACAO_UTI_ADULTO_P1]) ,
534,[TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1],[TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1 (copy)_895653424723890303],SUM([QTD_DIAS_INTERNACAO_UTI_NEO_P1]) / SUM([QTD_INTERNACAO_UTI_NEO_P1]) ,
535,[TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_P1_G],[TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1_G (copy)_895653424700182609],IF [DESV_TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_NORMALIZACAO_GERAL] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] THEN ([TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_P1]) ELSE NULL END ,
536,[TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1_G],[TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1_G (copy)_895653424723890304],IF [DESV_TEMPO_MEDIO_INTERNACAO_UTI_NEO_NORMALIZACAO_GERAL] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] THEN ([TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1]) ELSE NULL END ,
537,[TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_P1_GERAL],[TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1_GERAL (copy)_895653424700182610],( { FIXED  :  ([TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_P1]) } ) ,// INDICADOR 
538,[TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1_GERAL],[TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1_GERAL (copy)_895653424723890305],( { FIXED  :  ([TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1]) } ) ,// INDICADOR 
539,[TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_P1_PRESTADOR],[TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1_PRESTADOR (copy)_895653424700182611],( { FIXED [NME_FANTASIA_PRESTADOR]  :  ([TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_P1])  } ) ,// INDICADOR 
540,[TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1_PRESTADOR],[TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1_PRESTADOR (copy)_895653424723890306],( { FIXED [NME_FANTASIA_PRESTADOR]  :  ([TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1])  } ) ,// INDICADOR 
541,[TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_P1_R],[TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1_R (copy)_895653424700182612],IF [DESV_TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_NORMALIZACAO_GERAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN ([TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_P1]) ELSE NULL END ,
542,[TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1_R],[TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1_R (copy)_895653424723890307],IF [DESV_TEMPO_MEDIO_INTERNACAO_UTI_NEO_NORMALIZACAO_GERAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN ([TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1]) ELSE NULL END ,
543,[TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_P1_Y],[TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1_Y (copy)_895653424700182613],IF [DESV_TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_NORMALIZACAO_GERAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] AND  [DESV_TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_NORMALIZACAO_GERAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN ([TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_P1]) ELSE NULL END ,
544,[TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1_Y],[TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1_Y (copy)_895653424723890308],IF [DESV_TEMPO_MEDIO_INTERNACAO_UTI_NEO_NORMALIZACAO_GERAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] AND  [DESV_TEMPO_MEDIO_INTERNACAO_UTI_NEO_NORMALIZACAO_GERAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN ([TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1]) ELSE NULL END ,
545,[TEMPO_MEDIO_UTI_INTERNACAO_UTI_ADULTO_P2],[TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P2 (copy)_895653424700182614],SUM([QTD_DIARIAS_INTERNACAO_UTI_ADULTO_P2]) / SUM([QTD_INTERNACAO_UTI_ADULTO_P2]) ,
546,[TEMPO_MEDIO_INTERNACAO_UTI_NEO_P2],[TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P2 (copy)_895653424723890309],SUM([QTD_DIAS_INTERNACAO_UTI_NEO_P2]) / SUM([QTD_INTERNACAO_UTI_NEO_P2]) ,
547,[TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_P1],[TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1 (copy)_895653424914210965],SUM([QTD_DIARIAS_INTERNACAO_UTI_NEO_P1]) / SUM([QTD_INTERNACAO_UTI_NEO_P1]) ,
548,[TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_P1_G],[TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1_G (copy)_895653424914210966],IF [DESV_TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_NORMALIZACAO_GERAL] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] THEN ([TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_P1]) ELSE NULL END ,
549,[TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_P1_GERAL],[TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1_GERAL (copy)_895653424914210967],( { FIXED  :  ([TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_P1]) } ) ,// INDICADOR 
550,[TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_P1_PRESTADOR],[TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1_PRESTADOR (copy)_895653424914210968],( { FIXED [NME_FANTASIA_PRESTADOR]  :  ([TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_P1])  } ) ,// INDICADOR 
551,[TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_P1_R],[TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1_R (copy)_895653424914210969],IF [DESV_TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_NORMALIZACAO_GERAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN ([TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_P1]) ELSE NULL END ,
552,[TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_P1_Y],[TEMPO_MEDIO_INTERNACAO_UTI_NEO_P1_Y (copy)_895653424914210970],IF [DESV_TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_NORMALIZACAO_GERAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] AND  [DESV_TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_NORMALIZACAO_GERAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN ([TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_P1]) ELSE NULL END ,
553,[TEMPO_MEDIO_UTI_INTERNACAO_UTI_NEO_P2],[TEMPO_MEDIO_INTERNACAO_UTI_NEO_P2 (copy)_895653424914210971],SUM([QTD_DIARIAS_INTERNACAO_UTI_NEO_P2]) / SUM([QTD_INTERNACAO_UTI_NEO_P2]) ,
554,[TT_INTERNACAO_GERAL_P2],[TT_INTERNACAO_GERAL_P1 (cópia)_637540870404030519],sum({FIXED: sum([TT_INTERNACAO_P2])}) ,
555,[TEMPO_MEDIO_INTERNACAO_P1],[TT_INTERNACAO_P1 (cópia)_637540870406713411],SUM([QTD_TOTAL_DIAS_INTERNADO_P1]) / SUM([TT_INTERNACAO_P1]) ,
556,[TT_PARTO_NORMAL_P1],[TT_INTERNACAO_P1 (cópia)_637540870420512868],IF      [FILTRO_P1]  THEN     [QTD_DISTINTA_INTERNACAO_COM_PARTO_NORMAL] ELSE      NULL END ,
557,[TEMPO_MEDIO_INTERNACAO_P1_G],[TT_INTERNACAO_P1_G (cópia)_637540870406713412],IF [DESV_TEMPO_MEDIO_INTERNACAO_NORMALIZACAO_GERAL] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] THEN [TEMPO_MEDIO_INTERNACAO_P1] ELSE NULL END ,
558,[TEMPO_MEDIO_INTERNACAO_P1_PRESTADOR],[TT_INTERNACAO_P1_PRESTADOR (cópia)_637540870406713415],( { FIXED [NME_FANTASIA_PRESTADOR]  :  SUM([QTD_TOTAL_DIAS_INTERNADO_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
559,[TEMPO_MEDIO_INTERNACAO_P1_R],[TT_INTERNACAO_P1_R (cópia)_637540870406713413],IF [DESV_TEMPO_MEDIO_INTERNACAO_NORMALIZACAO_GERAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TEMPO_MEDIO_INTERNACAO_P1] ELSE NULL END ,
560,[TEMPO_MEDIO_INTERNACAO_P1_Y],[TT_INTERNACAO_P1_Y (cópia)_637540870406713414],IF [DESV_TEMPO_MEDIO_INTERNACAO_NORMALIZACAO_GERAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN]     AND [DESV_TEMPO_MEDIO_INTERNACAO_NORMALIZACAO_GERAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TEMPO_MEDIO_INTERNACAO_P1] ELSE NULL END ,
561,[TT_INTERNACAO_P1],[TT_INTERNACAO_P2 (cópia)_637540870295093299],IF      [FILTRO_P1]  THEN     [QTD_NAO_DISTINTA_INTERNACAO] ELSE      NULL END ,
562,[TEMPO_MEDIO_INTERNACAO_P2],[TT_INTERNACAO_P2 (cópia)_637540870406713416],SUM([QTD_TOTAL_DIAS_INTERNADO_P1]) / SUM([TT_INTERNACAO_P1]) ,
563,[TT_PARTO_NORMAL_P2],[TT_INTERNACAO_P2 (cópia)_637540870420512869],IF      [FILTRO_P2]  THEN     [QTD_DISTINTA_INTERNACAO_COM_PARTO_NORMAL] ELSE      NULL END ,
564,[TT_PARTO_GEMELAR_P1],[TT_PARTO_CESAREA_P1 (cópia)_637540870433001606],IF      [FILTRO_P1]  THEN     [QTD_DISTINTA_INTERNACAO_COM_NASCIMENTO_GEMELAR] ELSE      NULL END ,
565,[TT_PARTO_GEMELAR_P2],[TT_PARTO_CESAREA_P2 (cópia)_637540870433001607],IF      [FILTRO_P2]  THEN     [QTD_DISTINTA_INTERNACAO_COM_NASCIMENTO_GEMELAR] ELSE      NULL END ,
566,[TT_PARTO_INTERC_P1],[TT_PARTO_GEMELAR_P1 (cópia)_637540870438133914],IF      [FILTRO_P1]  THEN     [QTD_DISTINTA_INTERNACAO_COM_INTERCORRENCIA] ELSE      NULL END ,
567,[TT_PARTO_INTERC_P2],[TT_PARTO_GEMELAR_P2 (cópia)_637540870438133915],IF      [FILTRO_P2]  THEN     [QTD_DISTINTA_INTERNACAO_COM_INTERCORRENCIA] ELSE      NULL END ,
568,[TT_PARTO_PS_P1],[TT_PARTO_INTERC_P1 (cópia)_637540870443004078],IF      [FILTRO_P1]  THEN     [QTD_DISTINTA_INTERNACAO_COM_ORIGEM_PS] ELSE      NULL END ,
569,[TT_PARTO_PS_P2],[TT_PARTO_INTERC_P2 (cópia)_637540870443004079],IF      [FILTRO_P2]  THEN     [QTD_DISTINTA_INTERNACAO_COM_ORIGEM_PS] ELSE      NULL END ,
570,[TT_PARTO_CESAREA_P1],[TT_PARTO_NORMAL_P1 (cópia 2)_637540870427770998],IF      [FILTRO_P1]  THEN     [QTD_DISTINTA_INTERNACAO_COM_PARTO_CESAREA] ELSE      NULL END ,
571,[TT_PARTO_CESAREA_P2],[TT_PARTO_NORMAL_P2 (cópia 2)_637540870427770999],IF      [FILTRO_P2]  THEN     [QTD_DISTINTA_INTERNACAO_COM_PARTO_CESAREA] ELSE      NULL END ,
572,[TT_REINTERNACAO_GERAL_P1],[TT_PARTO_PS_P1 (cópia)_637540870448120002],IF      [FILTRO_P1]  THEN     [QTD_DISTINTA_INTERNACAO_COM_REINTERNACAO_QUALQUER_PRESTADOR] ELSE      NULL END ,
573,[TT_REINTERNACAO_GERAL_P2],[TT_PARTO_PS_P2 (cópia)_637540870448120003],IF      [FILTRO_P2]  THEN     [QTD_DISTINTA_INTERNACAO_COM_REINTERNACAO_QUALQUER_PRESTADOR] ELSE      NULL END ,
574,[TT_REINTERNACAO_PREST_P1],[TT_REINTERNACAO_GERAL_P1 (cópia)_637540870457200854],IF      [FILTRO_P1]  THEN     [QTD_DISTINTA_INTERNACAO_COM_REINTERNACAO_MESMO_PRESTADOR] ELSE      NULL END ,
575,[TT_REINTERNACAO_PREST_P2],[TT_REINTERNACAO_GERAL_P2 (cópia)_637540870457200855],IF      [FILTRO_P2]  THEN     [QTD_DISTINTA_INTERNACAO_COM_REINTERNACAO_MESMO_PRESTADOR] ELSE      NULL END ,
576,[TT_INTERNACAO_P1_G],[TX_INTERNACAO_CURTA_PERMAN_P1_G (cópia)_225180022812258380],IF [DESV_TT_INTERNACAO_NORMALIZACAO] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] THEN SUM([TT_INTERNACAO_P1]) ELSE NULL END ,
577,[TT_INTERNACAO_P1_R],[TX_INTERNACAO_CURTA_PERMAN_P1_R (cópia)_225180022812258381],IF [DESV_TT_INTERNACAO_NORMALIZACAO] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN SUM([TT_INTERNACAO_P1]) ELSE NULL END ,
578,[TT_INTERNACAO_P1_Y],[TX_INTERNACAO_CURTA_PERMAN_P1_Y (cópia)_225180022812258382],IF [DESV_TT_INTERNACAO_NORMALIZACAO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN]     AND [DESV_TT_INTERNACAO_NORMALIZACAO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN SUM([TT_INTERNACAO_P1]) ELSE NULL END ,
579,[SINISTRO_P1_PRESTADOR],[TX_INTERNACAO_UTI_P1_PRESTADOR (copy)_597008454578438172],( { FIXED [NME_FANTASIA_PRESTADOR]  :  SUM([SINISTRO_P1]) } ) ,// INDICADOR 
580,[TAXA_SINISTRO_REEMBOLSO_P1_PRESTADOR],[TX_INTERNACAO_UTI_P1_PRESTADOR (copy)_597008454602838069],( { FIXED [NME_FANTASIA_PRESTADOR]  :  SUM([SINISTRO_REEMBOLSO_P1]) / SUM([SINISTRO_P1]) } ) ,// INDICADOR 
581,[TX_PARTO_GEMELAR_P1],[TX_PARTO_CESAREA_P1 (cópia)_637540870433001608],SUM([TT_PARTO_GEMELAR_P1]) / SUM([TT_INTERNACAO_P1]) ,
582,[TX_PARTO_GEMELAR_P1_G],[TX_PARTO_CESAREA_P1_G (cópia)_637540870433001609],IF [DESV_TX_PARTO_GEMELAR_NORMALIZACAO_GERAL] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] THEN [TX_PARTO_GEMELAR_P1] ELSE NULL END ,
583,[TX_PARTO_CESAREA_P1_GERAL],[TX_PARTO_CESAREA_P1_PRESTADOR (copy)_847802685643931656],( { FIXED  :  SUM([TT_PARTO_CESAREA_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
584,[TX_PARTO_GEMELAR_P1_PRESTADOR],[TX_PARTO_CESAREA_P1_PRESTADOR (cópia)_637540870433001610],( { FIXED [NME_FANTASIA_PRESTADOR]  :  SUM([TT_PARTO_GEMELAR_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
585,[TX_PARTO_GEMELAR_P1_R],[TX_PARTO_CESAREA_P1_R (cópia)_637540870433001611],IF [DESV_TX_PARTO_GEMELAR_NORMALIZACAO_GERAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TX_PARTO_GEMELAR_P1] ELSE NULL END ,
586,[TX_PARTO_GEMELAR_P1_Y],[TX_PARTO_CESAREA_P1_Y (cópia)_637540870433001612],IF [DESV_TX_PARTO_GEMELAR_NORMALIZACAO_GERAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN]     AND [DESV_TX_PARTO_GEMELAR_NORMALIZACAO_GERAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TX_PARTO_GEMELAR_P1] ELSE NULL END ,
587,[TX_PARTO_GEMELAR_P2],[TX_PARTO_CESAREA_P2 (cópia)_637540870433001613],SUM([TT_PARTO_GEMELAR_P2]) / SUM([TT_INTERNACAO_P2]) ,
588,[TX_PARTO_INTERC_P1],[TX_PARTO_GEMELAR_P1 (cópia)_637540870438133916],SUM([TT_PARTO_INTERC_P1]) / SUM([TT_INTERNACAO_P1]) ,
589,[TX_PARTO_INTERC_P1_G],[TX_PARTO_GEMELAR_P1_G (cópia)_637540870438133917],IF [DESV_TX_PARTO_INTERC_NORMALIZACAO_GERAL] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] THEN [TX_PARTO_INTERC_P1] ELSE NULL END ,
590,[TX_PARTO_GEMELAR_P1_GERAL],[TX_PARTO_GEMELAR_P1_PRESTADOR (copy)_847802685644627978],( { FIXED  :  SUM([TT_PARTO_GEMELAR_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
591,[TX_PARTO_INTERC_P1_PRESTADOR],[TX_PARTO_GEMELAR_P1_PRESTADOR (cópia)_637540870438133918],( { FIXED [NME_FANTASIA_PRESTADOR]  :  SUM([TT_PARTO_INTERC_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
592,[TX_PARTO_INTERC_P1_R],[TX_PARTO_GEMELAR_P1_R (cópia)_637540870438133919],IF [DESV_TX_PARTO_INTERC_NORMALIZACAO_GERAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TX_PARTO_INTERC_P1] ELSE NULL END ,
593,[TX_PARTO_INTERC_P1_Y],[TX_PARTO_GEMELAR_P1_Y (cópia)_637540870438133920],IF [DESV_TX_PARTO_INTERC_NORMALIZACAO_GERAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN]     AND [DESV_TX_PARTO_INTERC_NORMALIZACAO_GERAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TX_PARTO_INTERC_P1] ELSE NULL END ,
594,[TX_PARTO_INTERC_P2],[TX_PARTO_GEMELAR_P2 (cópia)_637540870438133921],SUM([TT_PARTO_INTERC_P2]) / SUM([TT_INTERNACAO_P2]) ,
595,[TX_PARTO_PS_P1],[TX_PARTO_INTERC_P1 (cópia)_637540870443004080],SUM([TT_PARTO_PS_P1]) / SUM([TT_INTERNACAO_P1]) ,
596,[TX_PARTO_PS_P1_G],[TX_PARTO_INTERC_P1_G (cópia)_637540870443004081],IF [DESV_TX_PARTO_INTERC_NORMALIZACAO_GERAL] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] THEN [TX_PARTO_PS_P1] ELSE NULL END ,
597,[TX_PARTO_INTERC_P1_GERAL],[TX_PARTO_INTERC_P1_PRESTADOR (copy)_847802685646151692],( { FIXED  :  SUM([TT_PARTO_INTERC_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
598,[TX_PARTO_PS_P1_PRESTADOR],[TX_PARTO_INTERC_P1_PRESTADOR (cópia)_637540870443004082],( { FIXED [NME_FANTASIA_PRESTADOR]  :  SUM([TT_PARTO_PS_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
599,[TX_PARTO_PS_P1_R],[TX_PARTO_INTERC_P1_R (cópia)_637540870443004083],IF [DESV_TX_PARTO_PS_NORMALIZACAO_GERAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TX_PARTO_PS_P1] ELSE NULL END ,
600,[TX_PARTO_PS_P1_Y],[TX_PARTO_INTERC_P1_Y (cópia)_637540870443004084],IF [DESV_TX_PARTO_PS_NORMALIZACAO_GERAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN]     AND [DESV_TX_PARTO_PS_NORMALIZACAO_GERAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TX_PARTO_PS_P1] ELSE NULL END ,
601,[TX_PARTO_PS_P2],[TX_PARTO_INTERC_P2 (cópia)_637540870443004085],SUM([TT_PARTO_PS_P2]) / SUM([TT_INTERNACAO_P2]) ,
602,[TX_PARTO_NORMAL_P2],[TX_PARTO_NORMAL_P1 (cópia)_637540870421094504],SUM([TT_PARTO_NORMAL_P2]) / SUM([TT_INTERNACAO_P2]) ,
603,[TX_PARTO_CESAREA_P1],[TX_PARTO_NORMAL_P1 (cópia)_637540870427770993],SUM([TT_PARTO_CESAREA_P1]) / SUM([TT_INTERNACAO_P1]) ,
604,[TX_PARTO_CESAREA_P1_G],[TX_PARTO_NORMAL_P1_G (cópia)_637540870427770994],IF [DESV_TX_PARTO_CESAREA_NORMALIZACAO_GERAL] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] THEN [TX_PARTO_CESAREA_P1] ELSE NULL END ,
605,[TX_PARTO_NORMAL_P1_GERAL],[TX_PARTO_NORMAL_P1_PRESTADOR (copy)_847802685642792966],( { FIXED  :  SUM([TT_PARTO_NORMAL_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
606,[TX_PARTO_CESAREA_P1_PRESTADOR],[TX_PARTO_NORMAL_P1_PRESTADOR (cópia)_637540870427770995],( { FIXED [NME_FANTASIA_PRESTADOR]  :  SUM([TT_PARTO_CESAREA_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
607,[TX_PARTO_CESAREA_P1_R],[TX_PARTO_NORMAL_P1_R (cópia)_637540870427770996],IF [DESV_TX_PARTO_CESAREA_NORMALIZACAO_GERAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TX_PARTO_CESAREA_P1] ELSE NULL END ,
608,[TX_PARTO_CESAREA_P1_Y],[TX_PARTO_NORMAL_P1_Y (cópia)_637540870427770997],IF [DESV_TX_PARTO_CESAREA_NORMALIZACAO_GERAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN]     AND [DESV_TX_PARTO_CESAREA_NORMALIZACAO_GERAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TX_PARTO_CESAREA_P1] ELSE NULL END ,
609,[TX_PARTO_CESAREA_P2],[TX_PARTO_NORMAL_P2 (cópia)_637540870427771000],SUM([TT_PARTO_CESAREA_P2]) / SUM([TT_INTERNACAO_P2]) ,
610,[TX_REINTERNACAO_GERAL_P1],[TX_PARTO_PS_P1 (cópia)_637540870448120004],SUM([TT_REINTERNACAO_GERAL_P1]) / SUM([TT_INTERNACAO_P1]) ,
611,[TX_REINTERNACAO_GERAL_P1_G],[TX_PARTO_PS_P1_G (cópia)_637540870448120005],IF [DESV_TX_REINTERNACAO_GERAL_NORMALIZACAO_GERAL] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] THEN [TX_REINTERNACAO_GERAL_P1] ELSE NULL END ,
612,[TX_PARTO_PS_P1_GERAL],[TX_PARTO_PS_P1_PRESTADOR (copy)_847802685646778382],( { FIXED  :  SUM([TT_PARTO_PS_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
613,[TX_REINTERNACAO_GERAL_P1_PRESTADOR],[TX_PARTO_PS_P1_PRESTADOR (cópia)_637540870448120006],( { FIXED [NME_FANTASIA_PRESTADOR]  :  SUM([TT_REINTERNACAO_GERAL_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
614,[TX_REINTERNACAO_GERAL_P1_R],[TX_PARTO_PS_P1_R (cópia)_637540870448120007],IF [DESV_TX_REINTERNACAO_GERAL_NORMALIZACAO_GERAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TX_REINTERNACAO_GERAL_P1] ELSE NULL END ,
615,[TX_REINTERNACAO_GERAL_P1_Y],[TX_PARTO_PS_P1_Y (cópia)_637540870448120008],IF [DESV_TX_REINTERNACAO_GERAL_NORMALIZACAO_GERAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN]     AND [DESV_TX_REINTERNACAO_GERAL_NORMALIZACAO_GERAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN [TX_REINTERNACAO_GERAL_P1] ELSE NULL END ,
616,[TX_REINTERNACAO_GERAL_P2],[TX_PARTO_PS_P2 (cópia)_637540870448120009],SUM([TT_REINTERNACAO_GERAL_P2]) / SUM([TT_INTERNACAO_P2]) ,
617,[TT_INTERNACAO_P1_PRESTADOR],[TX_REEXECUCAO_90_P1_PRESTADOR (cópia)_778278342424227908],( { FIXED [NME_FANTASIA_PRESTADOR]  :  SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
618,[TX_REINTERNACAO_PREST_P1],[TX_REINTERNACAO_GERAL_P1 (cópia)_637540870457200856],SUM([TT_REINTERNACAO_PREST_P1]) / SUM([TT_INTERNACAO_P1]) ,
619,[TX_REINTERNACAO_PREST_P1_G],[TX_REINTERNACAO_GERAL_P1_G (cópia)_637540870457200857],IF [DESV_TX_REINTERNACAO_PREST_NORMALIZACAO_GERAL] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] THEN [TX_REINTERNACAO_PREST_P1] ELSE NULL END ,
620,[TX_REINTERNACAO_GERAL_P1_GERAL],[TX_REINTERNACAO_GERAL_P1_PRESTADOR (copy)_847802685647331344],( { FIXED  :  SUM([TT_REINTERNACAO_GERAL_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
621,[TX_REINTERNACAO_PREST_P1_PRESTADOR],[TX_REINTERNACAO_GERAL_P1_PRESTADOR (cópia)_637540870457200858],( { FIXED [NME_FANTASIA_PRESTADOR]  :  SUM([TT_REINTERNACAO_PREST_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
